Race/ethnicity,Average_MMR
All,13.521304300898677
Asian/PI,12.988115635662576
Black non-Latina,53.88604400630214
Latina,37.94072209288068
Other,5.851819830761101
Race/ethnicity,0
White non-Latina,21.326164889481888
